"id","status_group"
"61105","non functional"
"48539","non functional"
"54504","non functional"
"63512","non functional"
"34868","functional"
"8320","non functional"
"10202","non functional"
"25264","non functional"
"13089","functional"
"60120","non functional"
"64567","functional"
"1554","functional needs repair"
"71781","functional"
"1670","functional needs repair"
"56256","functional"
"34671","functional needs repair"
"51177","non functional"
"44188","functional"
"6749","functional needs repair"
"20227","functional"
"26170","functional"
"24172","functional needs repair"
"32509","functional"
"72369","non functional"
"67946","non functional"
"38173","functional"
"50822","non functional"
"30825","functional needs repair"
"34789","functional needs repair"
"54878","functional"
"25800","functional needs repair"
"9048","non functional"
"7562","functional needs repair"
"10022","functional"
"63044","functional"
"59539","functional needs repair"
"35448","non functional"
"6452","functional"
"4384","functional needs repair"
"50032","functional needs repair"
"21930","functional needs repair"
"41920","functional"
"14831","non functional"
"6098","functional"
"34115","functional"
"72003","non functional"
"36604","functional"
"12107","functional needs repair"
"24493","functional needs repair"
"16531","non functional"
"15285","functional needs repair"
"20368","non functional"
"7701","functional needs repair"
"30373","functional"
"2477","non functional"
"43670","functional needs repair"
"8625","functional"
"67852","functional"
"39451","functional needs repair"
"5075","non functional"
"46767","functional"
"49351","functional"
"56383","functional"
"22440","non functional"
"69629","functional"
"32730","functional"
"4263","functional"
"49706","functional"
"55186","functional needs repair"
"34098","functional"
"5696","functional"
"39202","functional"
"58401","functional needs repair"
"8876","functional needs repair"
"59709","functional"
"69319","functional needs repair"
"55657","non functional"
"39297","functional"
"19108","non functional"
"17955","functional"
"23447","non functional"
"23933","functional"
"64327","functional"
"48534","functional needs repair"
"27275","non functional"
"44938","non functional"
"54383","non functional"
"23395","non functional"
"40059","functional needs repair"
"37574","non functional"
"35014","functional"
"70292","functional needs repair"
"14696","non functional"
"68206","functional needs repair"
"53852","functional"
"49737","functional needs repair"
"57612","functional"
"14716","non functional"
"25789","non functional"
"22947","non functional"
"42080","functional"
"37336","functional needs repair"
"309","non functional"
"29925","functional needs repair"
"53896","functional"
"36690","non functional"
"66815","functional"
"14684","non functional"
"67935","functional"
"48724","functional"
"60341","functional needs repair"
"33720","functional"
"6820","non functional"
"15885","functional"
"40080","non functional"
"34738","functional needs repair"
"51308","functional"
"21718","functional"
"4969","functional"
"28561","non functional"
"32841","functional"
"50452","functional"
"27481","non functional"
"7734","non functional"
"4073","functional"
"4979","functional"
"21178","functional"
"29342","functional needs repair"
"56098","functional"
"64335","non functional"
"20553","non functional"
"39829","non functional"
"68068","functional"
"65422","functional needs repair"
"27612","non functional"
"46831","functional"
"69275","functional needs repair"
"35309","functional needs repair"
"54588","functional"
"44245","functional needs repair"
"1814","non functional"
"32001","non functional"
"5051","functional needs repair"
"36777","non functional"
"23967","functional"
"60695","non functional"
"35148","non functional"
"12738","functional needs repair"
"71944","functional needs repair"
"34997","functional needs repair"
"52598","functional"
"36749","functional"
"45600","functional needs repair"
"66990","functional"
"18921","functional needs repair"
"37356","non functional"
"58","non functional"
"2782","functional needs repair"
"3121","non functional"
"68176","functional needs repair"
"63904","functional"
"31712","functional"
"64884","functional needs repair"
"72931","functional needs repair"
"13671","functional needs repair"
"40406","functional"
"55418","non functional"
"17463","non functional"
"5389","functional needs repair"
"65507","non functional"
"43276","functional needs repair"
"41495","non functional"
"69853","functional needs repair"
"5371","functional"
"26511","functional"
"69359","functional needs repair"
"26150","non functional"
"39377","functional"
"57930","non functional"
"16562","functional"
"61531","non functional"
"22439","functional needs repair"
"2999","non functional"
"16841","non functional"
"60305","non functional"
"60381","functional needs repair"
"10455","non functional"
"27098","functional"
"2371","functional"
"41127","functional needs repair"
"28373","non functional"
"45393","functional needs repair"
"67071","functional needs repair"
"49869","functional"
"22351","functional needs repair"
"34038","functional needs repair"
"44723","non functional"
"60154","functional"
"1942","functional"
"10257","functional needs repair"
"12205","functional"
"55314","non functional"
"23061","functional"
"55893","functional"
"48904","functional needs repair"
"4546","functional"
"39558","functional"
"49653","non functional"
"39155","non functional"
"13072","functional"
"12106","functional"
"4207","non functional"
"24327","functional"
"49540","functional needs repair"
"41080","functional needs repair"
"6189","non functional"
"32663","functional needs repair"
"64314","functional"
"39791","non functional"
"57167","functional"
"11825","functional needs repair"
"42656","non functional"
"54607","functional needs repair"
"45579","non functional"
"46932","non functional"
"22209","non functional"
"32015","functional"
"40793","functional needs repair"
"39981","functional"
"49713","non functional"
"55534","functional needs repair"
"7783","functional"
"55098","non functional"
"43479","functional needs repair"
"53743","non functional"
"23114","functional needs repair"
"56530","non functional"
"16656","functional needs repair"
"54755","non functional"
"45264","functional needs repair"
"28254","functional needs repair"
"14881","functional needs repair"
"72509","non functional"
"30918","non functional"
"22375","functional needs repair"
"38421","non functional"
"58294","functional needs repair"
"22382","non functional"
"22123","functional needs repair"
"65169","functional needs repair"
"54001","non functional"
"15617","functional"
